CID,AUTH_CODE_CDE,CUST_ID,IP_ADDR,ACT_DT
264374,CODE_2595,C_32,66.249.93.20,2017-07-28 04:16:48
264375,CODE_2595,C_32,66.249.93.16,2017-07-28 04:17:11
264377,CODE_2595,C_32,46.152.120.73,2017-07-28 04:18:28
264379,CODE_2595,C_32,46.152.120.73,2017-07-28 04:20:14
264380,CODE_2595,C_32,46.152.120.73,2017-07-28 04:21:04
264381,CODE_2595,C_32,66.249.93.30,2017-07-28 04:21:07
264383,CODE_2595,C_32,66.249.93.30,2017-07-28 04:21:43
266700,CODE_2381,C_32,120.22.52.26,2017-07-28 20:49:26
266702,CODE_2381,C_32,120.22.52.26,2017-07-28 20:49:43
267237,CODE_599,C_32,37.125.199.142,2017-07-29 05:54:07
267238,CODE_599,C_32,37.125.199.142,2017-07-29 05:54:22
267239,CODE_599,C_32,37.125.199.142,2017-07-29 05:54:31
267254,CODE_1215,C_32,37.163.208.216,2017-07-29 06:50:41
267255,CODE_1215,C_32,37.163.208.216,2017-07-29 06:50:48
267257,CODE_1215,C_32,37.163.208.216,2017-07-29 06:53:11
267258,CODE_1215,C_32,37.163.208.216,2017-07-29 06:53:33
267262,CODE_2012,C_32,82.43.172.100,2017-07-29 07:07:57
267263,CODE_2012,C_32,82.43.172.100,2017-07-29 07:07:57
267264,CODE_2012,C_32,82.43.172.100,2017-07-29 07:07:58
267301,CODE_2381,C_32,120.22.52.26,2017-07-29 07:56:23
267303,CODE_2381,C_32,120.22.52.26,2017-07-29 07:57:51
267304,CODE_2381,C_32,120.22.52.26,2017-07-29 07:57:56
267305,CODE_2381,C_32,120.22.52.26,2017-07-29 07:58:56
269655,CODE_2219,C_32,109.177.220.212,2017-07-29 23:33:03
269656,CODE_2219,C_32,109.177.220.212,2017-07-29 23:33:16
269657,CODE_2219,C_32,109.177.220.212,2017-07-29 23:33:26
271617,CODE_868,C_32,94.206.63.150,2017-07-30 19:28:53
271618,CODE_868,C_32,159.203.81.93,2017-07-30 19:28:54
271619,CODE_868,C_32,66.249.81.14,2017-07-30 19:29:01
273071,CODE_2683,C_32,183.61.51.196,2017-07-31 13:01:01
274047,CODE_670,C_32,31.219.108.10,2017-07-31 18:13:32
274048,CODE_670,C_32,31.219.108.10,2017-07-31 18:13:36
274061,CODE_670,C_32,31.219.108.10,2017-07-31 18:16:06
274063,CODE_670,C_32,31.219.108.10,2017-07-31 18:16:11
274205,CODE_529,C_32,85.102.217.165,2017-07-31 18:52:54
274206,CODE_529,C_32,85.102.217.165,2017-07-31 18:53:14
274210,CODE_529,C_32,85.102.217.165,2017-07-31 18:54:33
275921,CODE_2269,C_32,120.18.156.142,2017-08-01 14:22:42
275924,CODE_2269,C_32,120.18.156.142,2017-08-01 14:22:46
276147,CODE_1822,C_32,66.249.93.65,2017-08-01 15:45:58
276151,CODE_1822,C_32,80.214.19.201,2017-08-01 15:46:10
276156,CODE_1822,C_32,66.249.93.82,2017-08-01 15:47:54
276178,CODE_117,C_32,176.54.136.50,2017-08-01 15:55:36
276181,CODE_117,C_32,176.54.136.50,2017-08-01 15:56:06
276210,CODE_117,C_32,176.54.136.50,2017-08-01 16:06:04
276212,CODE_117,C_32,176.54.136.50,2017-08-01 16:06:19
276218,CODE_117,C_32,66.249.93.84,2017-08-01 16:09:38
277169,CODE_2150,C_32,64.233.173.140,2017-08-01 21:38:48
277170,CODE_2150,C_32,175.143.8.68,2017-08-01 21:38:56
277171,CODE_2150,C_32,175.143.8.68,2017-08-01 21:39:03
277172,CODE_2150,C_32,64.233.173.132,2017-08-01 21:39:10
277182,CODE_2150,C_32,175.143.8.68,2017-08-01 21:42:21
277183,CODE_2150,C_32,175.143.8.68,2017-08-01 21:42:49
277185,CODE_2150,C_32,175.143.8.68,2017-08-01 21:43:18
277388,CODE_620,C_32,66.249.93.82,2017-08-01 23:36:16
277389,CODE_620,C_32,66.249.93.82,2017-08-01 23:36:16
277396,CODE_620,C_32,176.55.164.135,2017-08-01 23:40:11
279821,CODE_868,C_32,51.39.131.59,2017-08-02 20:57:08
280233,CODE_2567,C_32,5.177.189.192,2017-08-02 23:52:19
280236,CODE_2567,C_32,5.177.189.192,2017-08-02 23:53:15
280238,CODE_2567,C_32,5.177.189.192,2017-08-02 23:53:45
280241,CODE_2567,C_32,46.154.251.23,2017-08-02 23:54:44
280394,CODE_2269,C_32,120.18.16.53,2017-08-03 04:15:09
280691,CODE_2683,C_32,183.61.51.196,2017-08-03 10:22:25
281684,CODE_1245,C_32,5.132.105.9,2017-08-03 15:50:01
281690,CODE_1245,C_32,5.132.105.9,2017-08-03 15:51:40
281696,CODE_1245,C_32,5.132.105.9,2017-08-03 15:54:51
282867,CODE_1370,C_32,213.14.92.21,2017-08-03 21:16:51
282884,CODE_1370,C_32,213.14.92.21,2017-08-03 21:24:22
282886,CODE_1370,C_32,213.14.92.21,2017-08-03 21:24:47
298766,CODE_175,C_32,183.232.90.79,2017-08-09 17:11:45
488732,CODE_175,C_32,2.49.95.114,2017-10-04 16:03:55
488737,CODE_175,C_32,2.49.95.114,2017-10-04 16:04:34
795369,CODE_2063,C_32,5.176.120.22,2017-12-01 15:38:43
795370,CODE_2063,C_32,5.176.120.22,2017-12-01 15:38:44
795372,CODE_2063,C_32,5.176.120.22,2017-12-01 15:38:57
796767,CODE_2063,C_32,5.176.120.22,2017-12-01 18:50:08
796768,CODE_2063,C_32,5.176.120.22,2017-12-01 18:50:10
796771,CODE_2063,C_32,5.176.120.22,2017-12-01 18:50:15
796773,CODE_2063,C_32,5.176.120.22,2017-12-01 18:50:19
813777,CODE_1415,C_32,196.142.172.42,2017-12-05 07:46:22
813778,CODE_1415,C_32,196.142.172.42,2017-12-05 07:46:24
823856,CODE_1415,C_32,62.114.115.227,2017-12-07 02:19:56
823857,CODE_1415,C_32,62.114.115.227,2017-12-07 02:19:59
831859,CODE_1960,C_32,78.131.14.155,2017-12-07 22:54:57
832253,CODE_1094,C_32,92.241.50.129,2017-12-08 02:17:22
832254,CODE_1094,C_32,66.249.93.79,2017-12-08 02:18:03
832409,CODE_71,C_32,95.184.51.43,2017-12-08 04:10:03
832411,CODE_71,C_32,95.184.51.43,2017-12-08 04:11:04
832413,CODE_71,C_32,95.184.51.43,2017-12-08 04:11:17
832414,CODE_71,C_32,188.248.40.46,2017-12-08 04:12:20
832416,CODE_71,C_32,95.184.51.43,2017-12-08 04:14:29
832478,CODE_1701,C_32,2001:16a2:9726:1319:6cc2:9b39:bfc8:bc7a,2017-12-08 05:10:41
832479,CODE_1701,C_32,2001:16a2:9726:1319:6cc2:9b39:bfc8:bc7a,2017-12-08 05:10:51
832480,CODE_1701,C_32,2001:16a2:9726:1319:6cc2:9b39:bfc8:bc7a,2017-12-08 05:11:21
832481,CODE_1701,C_32,2001:16a2:9726:1319:6cc2:9b39:bfc8:bc7a,2017-12-08 05:11:34
837886,CODE_981,C_32,176.220.181.178,2017-12-09 00:38:24
837887,CODE_981,C_32,66.249.93.88,2017-12-09 00:38:27
837922,CODE_981,C_32,151.135.225.146,2017-12-09 00:59:34
837970,CODE_2236,C_32,37.240.58.174,2017-12-09 01:20:20
837972,CODE_2236,C_32,151.254.115.30,2017-12-09 01:20:22
837973,CODE_2236,C_32,151.254.115.30,2017-12-09 01:20:24
843032,CODE_544,C_32,94.206.160.169,2017-12-09 23:33:21
843035,CODE_544,C_32,94.206.160.169,2017-12-09 23:33:38
843036,CODE_544,C_32,159.203.196.79,2017-12-09 23:33:38
843038,CODE_544,C_32,94.206.160.169,2017-12-09 23:34:05
843571,CODE_2446,C_32,37.239.166.70,2017-12-10 05:32:19
843572,CODE_2446,C_32,37.239.166.70,2017-12-10 05:32:37
843573,CODE_2446,C_32,37.239.166.70,2017-12-10 05:32:59
843574,CODE_2446,C_32,37.239.166.70,2017-12-10 05:33:05
843577,CODE_2446,C_32,37.239.166.70,2017-12-10 05:35:54
848391,CODE_2652,C_32,107.178.194.214,2017-12-10 23:56:57
848392,CODE_2652,C_32,151.255.58.65,2017-12-10 23:57:03
848586,CODE_1094,C_32,66.249.93.75,2017-12-11 02:13:18
848595,CODE_2652,C_32,139.59.75.52,2017-12-11 02:26:03
848596,CODE_2652,C_32,107.178.194.200,2017-12-11 02:26:05
850642,CODE_432,C_32,37.155.151.131,2017-12-11 14:28:20
851592,CODE_2866,C_32,37.155.133.15,2017-12-11 17:30:14
851600,CODE_2866,C_32,37.155.133.15,2017-12-11 17:31:25
851601,CODE_2866,C_32,37.155.133.15,2017-12-11 17:31:35
852745,CODE_1373,C_32,112.168.227.72,2017-12-11 20:34:49
852775,CODE_1373,C_32,112.168.227.72,2017-12-11 20:38:21
852787,CODE_1373,C_32,112.168.227.72,2017-12-11 20:39:24
852803,CODE_1373,C_32,112.168.227.72,2017-12-11 20:41:19
852916,CODE_385,C_32,178.244.180.61,2017-12-11 20:55:17
852920,CODE_2372,C_32,178.244.180.61,2017-12-11 20:56:22
852940,CODE_385,C_32,178.244.180.61,2017-12-11 20:58:46
852943,CODE_2372,C_32,178.244.180.61,2017-12-11 20:59:33
853954,CODE_2180,C_32,151.254.119.227,2017-12-11 22:55:32
853957,CODE_2180,C_32,151.254.119.227,2017-12-11 22:55:56
853967,CODE_2180,C_32,151.254.119.227,2017-12-11 22:56:38
854518,CODE_887,C_32,5.156.23.58,2017-12-12 01:28:57
854519,CODE_432,C_32,88.252.23.143,2017-12-12 01:29:01
854521,CODE_887,C_32,5.156.23.58,2017-12-12 01:30:32
854522,CODE_887,C_32,37.217.129.12,2017-12-12 01:31:27
854532,CODE_432,C_32,88.252.23.143,2017-12-12 01:35:59
854533,CODE_432,C_32,88.252.23.143,2017-12-12 01:36:17
854538,CODE_432,C_32,88.252.23.143,2017-12-12 01:38:44
854974,CODE_2474,C_32,2601:14f:8002:3608:49d0:a91a:8acc:e8f8,2017-12-12 07:42:56
854975,CODE_2474,C_32,2601:14f:8002:3608:49d0:a91a:8acc:e8f8,2017-12-12 07:43:40
854976,CODE_793,C_32,2601:14f:8002:3608:49d0:a91a:8acc:e8f8,2017-12-12 07:44:26
854980,CODE_793,C_32,2601:14f:8002:3608:49d0:a91a:8acc:e8f8,2017-12-12 07:47:24
854985,CODE_793,C_32,2601:14f:8002:3608:9451:81fe:2002:a2ca,2017-12-12 07:50:07
854989,CODE_2474,C_32,2601:14f:8002:3608:9451:81fe:2002:a2ca,2017-12-12 07:51:31
854990,CODE_2474,C_32,2601:14f:8002:3608:9451:81fe:2002:a2ca,2017-12-12 07:51:38
854991,CODE_793,C_32,2601:14f:8002:3608:9451:81fe:2002:a2ca,2017-12-12 07:52:00
854992,CODE_793,C_32,2601:14f:8002:3608:9451:81fe:2002:a2ca,2017-12-12 07:52:03
855306,CODE_2372,C_32,116.30.198.214,2017-12-12 10:03:25
855308,CODE_2372,C_32,120.204.17.69,2017-12-12 10:03:35
856320,CODE_1814,C_32,112.97.50.15,2017-12-12 13:38:11
856324,CODE_1814,C_32,112.97.50.15,2017-12-12 13:38:34
856325,CODE_1814,C_32,112.97.50.15,2017-12-12 13:38:35
856326,CODE_1814,C_32,112.97.50.15,2017-12-12 13:38:35
856327,CODE_1814,C_32,112.97.50.15,2017-12-12 13:38:41
856587,CODE_385,C_32,172.93.43.28,2017-12-12 14:33:42
856589,CODE_385,C_32,172.93.43.28,2017-12-12 14:33:53
856599,CODE_385,C_32,172.93.43.28,2017-12-12 14:35:17
857733,CODE_2359,C_32,1.38.4.12,2017-12-12 17:45:17
857735,CODE_2359,C_32,1.38.4.12,2017-12-12 17:45:31
857736,CODE_2359,C_32,106.198.253.135,2017-12-12 17:45:34
859256,CODE_1524,C_32,31.166.103.98,2017-12-12 20:52:42
860090,CODE_1964,C_32,176.203.142.209,2017-12-12 23:01:26
860107,CODE_1964,C_32,176.203.142.209,2017-12-12 23:04:21
860108,CODE_1964,C_32,176.203.142.209,2017-12-12 23:04:25
860109,CODE_1964,C_32,176.203.142.209,2017-12-12 23:04:25
860445,CODE_1390,C_32,46.154.73.120,2017-12-13 00:59:52
860446,CODE_1390,C_32,66.249.81.120,2017-12-13 01:00:06
860559,CODE_2808,C_32,78.189.89.245,2017-12-13 01:46:50
860639,CODE_1390,C_32,46.154.73.120,2017-12-13 02:31:31
861108,CODE_2023,C_32,2001:56a:7203:ca00:f503:1d60:195c:8c8b,2017-12-13 09:14:52
861109,CODE_2023,C_32,66.249.84.7,2017-12-13 09:15:09
861110,CODE_2023,C_32,66.249.84.25,2017-12-13 09:15:25
862122,CODE_1524,C_32,172.98.79.4,2017-12-13 12:38:44
862123,CODE_1524,C_32,172.98.79.4,2017-12-13 12:38:47
862559,CODE_1829,C_32,1.132.109.22,2017-12-13 13:13:43
862635,CODE_1829,C_32,1.132.109.22,2017-12-13 13:19:57
862738,CODE_1829,C_32,1.128.106.208,2017-12-13 13:28:39
867376,CODE_2676,C_32,112.97.59.192,2017-12-13 20:34:46
867377,CODE_2676,C_32,101.226.33.203,2017-12-13 20:34:47
867378,CODE_2676,C_32,58.246.221.75,2017-12-13 20:34:56
867771,CODE_2466,C_32,112.97.59.192,2017-12-13 21:14:22
867773,CODE_2466,C_32,58.247.212.69,2017-12-13 21:14:32
867819,CODE_2466,C_32,113.96.219.248,2017-12-13 21:18:18
868754,CODE_961,C_32,151.255.13.28,2017-12-13 23:52:59
868757,CODE_961,C_32,151.255.13.28,2017-12-13 23:54:28
868925,CODE_961,C_32,151.255.13.28,2017-12-14 00:50:41
869225,CODE_1960,C_32,84.224.36.167,2017-12-14 03:49:36
869227,CODE_1960,C_32,84.224.36.167,2017-12-14 03:50:20
869229,CODE_1960,C_32,84.224.36.167,2017-12-14 03:50:39
869263,CODE_2072,C_32,66.249.93.86,2017-12-14 04:26:42
869270,CODE_2072,C_32,66.249.93.90,2017-12-14 04:42:27
869369,CODE_961,C_32,37.56.55.172,2017-12-14 05:54:02
869370,CODE_961,C_32,37.56.55.172,2017-12-14 05:54:27
869558,CODE_2466,C_32,113.96.219.248,2017-12-14 08:34:21
869853,CODE_2808,C_32,78.189.12.48,2017-12-14 09:43:12
869855,CODE_2808,C_32,78.189.12.48,2017-12-14 09:44:01
873328,CODE_2744,C_32,113.87.232.26,2017-12-14 16:40:02
874058,CODE_2744,C_32,113.87.232.26,2017-12-14 17:45:56
874280,CODE_306,C_32,188.247.79.122,2017-12-14 17:59:19
874297,CODE_306,C_32,188.247.79.122,2017-12-14 18:00:16
875223,CODE_306,C_32,188.247.79.122,2017-12-14 18:57:47
877392,CODE_1777,C_32,2402:1980:103:8f18:3588:f98f:ca8f:4c9b,2017-12-14 23:00:59
877399,CODE_1777,C_32,2402:1980:103:8f18:3588:f98f:ca8f:4c9b,2017-12-14 23:01:57
877420,CODE_1777,C_32,2402:1980:103:8f18:3588:f98f:ca8f:4c9b,2017-12-14 23:05:51
878519,CODE_2744,C_32,113.87.232.26,2017-12-15 09:09:40
878525,CODE_2744,C_32,113.87.232.26,2017-12-15 09:10:15
881606,CODE_2072,C_32,176.238.5.244,2017-12-15 15:42:47
890301,CODE_2704,C_32,183.171.182.117,2017-12-16 17:59:09
890312,CODE_2704,C_32,183.171.182.117,2017-12-16 18:00:07
890332,CODE_2704,C_32,183.171.180.53,2017-12-16 18:02:54
892428,CODE_2259,C_32,91.73.66.52,2017-12-16 22:14:13
892430,CODE_2259,C_32,91.73.66.52,2017-12-16 22:14:26
892436,CODE_2259,C_32,37.245.168.19,2017-12-16 22:15:22
892437,CODE_2259,C_32,120.204.17.69,2017-12-16 22:15:31
899611,CODE_2748,C_32,109.82.206.24,2017-12-18 03:20:28
899612,CODE_2748,C_32,109.82.206.24,2017-12-18 03:21:23
899613,CODE_2748,C_32,109.82.206.24,2017-12-18 03:22:21
899614,CODE_2748,C_32,109.82.206.24,2017-12-18 03:22:34
899615,CODE_2748,C_32,109.82.206.24,2017-12-18 03:22:37
902924,CODE_1487,C_32,188.52.153.144,2017-12-18 16:25:58
902926,CODE_1487,C_32,188.52.153.144,2017-12-18 16:26:08
902937,CODE_1487,C_32,188.52.153.144,2017-12-18 16:27:08
909715,CODE_1497,C_32,5.31.216.29,2017-12-19 18:17:15
909750,CODE_1497,C_32,5.31.216.29,2017-12-19 18:20:08
909769,CODE_1497,C_32,5.31.216.29,2017-12-19 18:23:24
915892,CODE_2820,C_32,49.106.217.100,2017-12-20 18:38:31
915903,CODE_2820,C_32,49.106.217.100,2017-12-20 18:40:24
915907,CODE_2820,C_32,49.106.217.100,2017-12-20 18:40:45
916968,CODE_2039,C_32,66.249.81.122,2017-12-20 21:31:21
916975,CODE_2039,C_32,37.155.253.185,2017-12-20 21:33:06
917215,CODE_2039,C_32,37.155.253.185,2017-12-20 22:13:02
918001,CODE_2436,C_32,89.47.147.23,2017-12-21 02:48:09
918004,CODE_2436,C_32,89.47.147.23,2017-12-21 02:48:48
918005,CODE_2436,C_32,89.47.147.23,2017-12-21 02:49:42
920467,CODE_406,C_32,66.102.9.136,2017-12-21 15:34:19
920468,CODE_406,C_32,66.102.9.142,2017-12-21 15:34:20
920469,CODE_406,C_32,217.28.219.42,2017-12-21 15:34:37
920470,CODE_406,C_32,217.28.219.42,2017-12-21 15:34:39
923445,CODE_2016,C_32,93.34.86.64,2017-12-21 23:08:17
923446,CODE_2016,C_32,66.249.93.93,2017-12-21 23:08:24
923455,CODE_2016,C_32,93.34.86.64,2017-12-21 23:10:43
923456,CODE_2016,C_32,66.249.93.91,2017-12-21 23:10:45
923458,CODE_2016,C_32,66.249.93.89,2017-12-21 23:11:01
923640,CODE_2842,C_32,2a02:908:1b0:c140:a1d3:3b68:cc2c:f310,2017-12-22 00:24:48
923641,CODE_2842,C_32,2a02:908:1b0:c140:a1d3:3b68:cc2c:f310,2017-12-22 00:25:15
923705,CODE_2842,C_32,2a02:908:1b0:c140:a9a8:ff9b:753c:9335,2017-12-22 01:08:54
923973,CODE_1362,C_32,95.208.115.252,2017-12-22 06:23:49
923982,CODE_1362,C_32,95.208.115.252,2017-12-22 06:38:41
923984,CODE_1362,C_32,95.208.115.252,2017-12-22 06:44:48
923985,CODE_1362,C_32,95.208.115.252,2017-12-22 06:45:22
923988,CODE_1362,C_32,95.208.115.252,2017-12-22 06:48:09
923991,CODE_1362,C_32,95.208.115.252,2017-12-22 06:52:31
923993,CODE_1362,C_32,95.208.115.252,2017-12-22 06:53:32
924117,CODE_2333,C_32,24.133.32.234,2017-12-22 08:39:14
924124,CODE_2333,C_32,24.133.32.234,2017-12-22 08:42:32
924130,CODE_2333,C_32,24.133.32.234,2017-12-22 08:45:05
924132,CODE_2333,C_32,24.133.32.234,2017-12-22 08:45:28
926080,CODE_740,C_32,94.201.215.128,2017-12-22 15:26:57
926102,CODE_740,C_32,5.31.214.83,2017-12-22 15:28:56
926103,CODE_740,C_32,159.203.81.93,2017-12-22 15:28:57
926104,CODE_740,C_32,5.31.214.83,2017-12-22 15:28:59
927966,CODE_1782,C_32,84.229.80.97,2017-12-22 19:56:59
927968,CODE_1782,C_32,84.229.80.97,2017-12-22 19:57:08
927969,CODE_1782,C_32,84.229.80.97,2017-12-22 19:57:30
930165,CODE_479,C_32,2601:742:4180:13b0:3d4f:4eb7:214:a539,2017-12-23 03:48:33
930166,CODE_479,C_32,2601:742:4180:13b0:3d4f:4eb7:214:a539,2017-12-23 03:48:37
930167,CODE_479,C_32,2601:742:4180:13b0:3d4f:4eb7:214:a539,2017-12-23 03:49:09
930250,CODE_848,C_32,95.184.110.162,2017-12-23 05:51:43
930252,CODE_848,C_32,93.169.214.227,2017-12-23 05:52:20
930253,CODE_848,C_32,107.178.195.211,2017-12-23 05:52:53
930256,CODE_848,C_32,93.169.214.227,2017-12-23 05:54:03
933102,CODE_1116,C_32,78.181.227.201,2017-12-23 16:57:18
934521,CODE_708,C_32,154.136.212.188,2017-12-23 20:31:39
934522,CODE_708,C_32,154.136.212.188,2017-12-23 20:31:41
934526,CODE_708,C_32,154.136.212.188,2017-12-23 20:32:56
934599,CODE_1806,C_32,5.24.84.217,2017-12-23 20:47:00
935653,CODE_2346,C_32,94.76.11.11,2017-12-24 01:52:30
935654,CODE_2346,C_32,162.243.69.215,2017-12-24 01:52:30
935662,CODE_2346,C_32,94.76.11.11,2017-12-24 01:56:28
935988,CODE_2331,C_32,41.47.170.253,2017-12-24 07:23:47
939799,CODE_1116,C_32,31.223.25.49,2017-12-24 19:36:45
939897,CODE_1116,C_32,31.223.25.49,2017-12-24 19:52:27
940126,CODE_2331,C_32,41.47.131.73,2017-12-24 20:27:11
940148,CODE_2331,C_32,196.130.77.18,2017-12-24 20:30:39
940150,CODE_2331,C_32,196.130.77.18,2017-12-24 20:31:05
941252,CODE_393,C_32,151.254.32.76,2017-12-25 00:59:34
941253,CODE_393,C_32,66.249.93.92,2017-12-25 00:59:44
941262,CODE_393,C_32,151.254.32.76,2017-12-25 01:04:11
941266,CODE_393,C_32,151.254.32.76,2017-12-25 01:05:49
941509,CODE_468,C_32,154.184.169.150,2017-12-25 06:06:41
941511,CODE_468,C_32,154.184.169.150,2017-12-25 06:07:58
941513,CODE_468,C_32,154.184.169.150,2017-12-25 06:08:26
941514,CODE_468,C_32,154.184.169.150,2017-12-25 06:08:41
945481,CODE_2555,C_32,151.254.27.246,2017-12-25 19:24:48
945493,CODE_2555,C_32,151.254.27.246,2017-12-25 19:26:21
945496,CODE_2555,C_32,151.254.27.246,2017-12-25 19:26:32
945497,CODE_2555,C_32,151.254.27.246,2017-12-25 19:26:34
947105,CODE_1806,C_32,212.253.112.100,2017-12-26 00:18:32
947119,CODE_1806,C_32,212.253.112.100,2017-12-26 00:20:59
947122,CODE_1806,C_32,212.253.112.100,2017-12-26 00:21:38
947192,CODE_1396,C_32,94.207.64.25,2017-12-26 00:55:55
947193,CODE_1396,C_32,94.207.64.25,2017-12-26 00:56:01
947194,CODE_1396,C_32,94.207.64.25,2017-12-26 00:57:09
947195,CODE_1396,C_32,159.203.42.143,2017-12-26 00:57:10
947196,CODE_1396,C_32,94.207.64.25,2017-12-26 00:57:13
952798,CODE_639,C_32,89.148.5.107,2017-12-27 00:29:33
952799,CODE_639,C_32,138.197.202.197,2017-12-27 00:29:33
952800,CODE_639,C_32,89.148.5.107,2017-12-27 00:29:38
954033,CODE_1371,C_32,2001:16a2:4cbb:3b00:9531:6801:5ace:1fc7,2017-12-27 11:30:34
954039,CODE_1371,C_32,2001:16a2:4cbb:3b00:9531:6801:5ace:1fc7,2017-12-27 11:31:41
954040,CODE_1371,C_32,2001:16a2:4cbb:3b00:9531:6801:5ace:1fc7,2017-12-27 11:31:45
954079,CODE_1371,C_32,2001:16a2:4cbb:3b00:9531:6801:5ace:1fc7,2017-12-27 11:39:06
991054,CODE_1582,C_32,101.226.233.148,2018-01-02 17:00:31
991132,CODE_1582,C_32,101.226.233.156,2018-01-02 17:08:17
991490,CODE_1582,C_32,101.226.233.152,2018-01-02 17:56:53
996664,CODE_1582,C_32,101.226.233.147,2018-01-03 14:37:43
998758,CODE_743,C_32,86.138.153.25,2018-01-03 20:54:00
998772,CODE_743,C_32,2a00:23c4:4783:c000:b850:acdd:4c63:98cc,2018-01-03 20:57:15
998773,CODE_743,C_32,2a00:23c4:4783:c000:b850:acdd:4c63:98cc,2018-01-03 20:57:30
1004535,CODE_927,C_32,119.123.207.71,2018-01-05 00:47:13
1020130,CODE_2305,C_32,92.97.164.186,2018-01-08 07:15:46
1020131,CODE_2305,C_32,92.97.164.186,2018-01-08 07:16:10
1020133,CODE_2305,C_32,92.97.164.186,2018-01-08 07:17:01
1020135,CODE_2305,C_32,92.97.164.186,2018-01-08 07:18:08
1020136,CODE_2305,C_32,92.97.164.186,2018-01-08 07:18:34
1020139,CODE_2305,C_32,92.97.164.186,2018-01-08 07:19:21
1020140,CODE_2305,C_32,92.97.164.186,2018-01-08 07:21:52
1020142,CODE_2305,C_32,92.97.164.186,2018-01-08 07:22:24
